Casa Mineira,369379,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Barão de Ibituruna,25,30775570,,Casa,4,1,3,290,,Não,2,"Transformou um quarto em escritório, fácil voltar.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1300000,,102,Mensalmente,,,,,,893583008,,2022-03-09 13:02
Casa Mineira,340110,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Américo Macedo,301,30441078,6,601,4,1,1,220,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1600000,1600,350,Mensalmente,,,,,,893583000,,2022-03-09 13:03
Casa Mineira,338165,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Bernardo de Vasconcelos,2550,31160440,3,306,4,1,3,130,,Não,2,"Apartamento com sala e copa, 03 Quartos, 02 com varanda, cozinha, área de serviço e DCE",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,730000,,,Mensalmente,,,,,,893583004,,2022-03-09 13:03
Casa Mineira,11031,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,RUA DAS PALMEIRAS,363,31275200,,,6,5,6,766,,Não,5,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3600000,,,Mensalmente,,,,,,893583008,,2022-03-09 13:04
Casa Mineira,273819,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador Fernando Bhering,160,31260260,1,Apto 101,3,1,2,70,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,590000,,,Mensalmente,,,,,,893583023,,2022-03-09 13:05
Casa Mineira,425724,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Castelo Setúbal,517,31330090,,,3,1,4,180,,Não,2,"apartamento reformado, impecável, não pode colocar placa favor não insistir",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,890000,,,Mensalmente,,,,,,893583029,,2022-03-09 13:06
Casa Mineira,421648,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Castelo de setubal,517,31330090,,,4,1,4,200,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,890000,,,Mensalmente,,,,,,893583033,,2022-03-09 13:07
Casa Mineira,279958,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Jorge de Lima,92,31730570,3,301,3,2,3,169,,Não,4,APTO COM SOL DA MANHÃ,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,490000,180,178,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,279182,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua do Ouro,1100,30220000,2,205 - Bl A,2,0,1,75,,Não,1,"Quintal com espaço gourmet, edicula com um quarto, canil.",DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,300000,600,174,Mensalmente,,,,,,893583046,,2022-03-09 13:09
Casa Mineira,407845,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Amparo,220,30431008,5,502,3,1,2,75,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,397000,620,,Mensalmente,,,,,,893583050,,2022-03-09 13:09
Casa Mineira,426761,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São Roque,1320,31035460,2,204,3,0,1,56,,Não,1,Apartamento reformado,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,250000,213,,Mensalmente,,,,,,893583059,,2022-03-09 13:10
Casa Mineira,369617,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Avenida Protásio de Oliveira Penna,275,30575360,13,1303,3,2,3,140,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,610000,800,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,417903,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Coromandel,340,31140100,1,101 Bloco 3,3,1,2,65,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,,,Mensalmente,,,,,,893583067,,2022-03-09 13:12
Casa Mineira,267975,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Varginha,500,31110130,0,Apto 22,2,1,2,90,,Não,0,"Cobertura Bairro Serra
 *Área total 150M² {90m² + terraço de 610m²/espaço gourmet}
 *03 vagas de Garagem
 *Localizado a 2 quarteirões do Minas 2
 1º Andar- 03 quartos (01 Suíte), banho social ,sala, varanda,cozinha montada com cook top e forma elétrico- lavanderia.
 2º Andar- Ampla sala/ lavabo e terraço com espaço gourmet",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,340000,300,,Mensalmente,,,,,,893583076,,2022-03-09 13:14
Casa Mineira,399422,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Oitis,527,32315060,3,302,3,2,3,160,,Não,4,"Área lateral com pé de jabuticaba e manga. Grande jardim gramado com pomar (Mangueiras, Laranjeiras e Goiabeiras). Área de tanque integrada à casa e Área de churrasco com bancada e pia em granito, com lavanderia completa e lavabo. Portão eletrônico independente.  Casa Principal: 3 quartos sendo 1 com suíte e closet, banho social, copa, sala, cozinha com armários planejados e balcão e pia em granito, área de tanque com área externa ao lado. Acabamento cerâmica, exceto suíte com piso laminado. Garagem coberta com 2 vagas paralelas livres. Portão eletrônico, jardim e cerca elétrica. Área lateral com pé de jabuticaba e manga. **Casa inferior: 1 quarto, sala, copa (pisos: laminado) e cozinha (piso: porcelanato, pia granito, armários planejados) integradas (conceito aberto). 1 banheiro, garagem coberta 2 vagas e 1 vaga descoberta. Grande jardim gramado com pomar (Mangueiras, Laranjeiras e Goiabeiras). Área de tanque integrada à casa e Área de churrasco com bancada e pia em granito, com lavanderia completa e lavabo. Portão eletrônico independente.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,399448,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Norberto Mayer,167,32315100,4,401,3,2,3,164,,Não,4,"Prédio: Imponente , em ótima localização rua plana, sob pilotis, elevador, salão de festas, espaço gourmet, quadra. Sala para 2 ambientes  com varanda, 3 quartos, sendo 1 suíte. Banho social . Cozinha com armários planejados, área de serviço e banho de serviço. Apartamento arejado e iluminado. 1 vaga livre e coberta",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,780000,,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,402148,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Peróbas,177,32315080,2,202,4,2,3,188,,Não,5,"Um dos quartos é usado como escritório. Armários nos quartos, banheiros, rouparia, cozinha e área de serviço.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,990000,,,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,
Casa Mineira,403123,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Coronel Pedro Jorge,380,30411105,,,4,2,3,270,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1300000,,,Mensalmente,,,,,,893583092,,2022-03-09 13:17
Casa Mineira,228939,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Maura,70,31160260,4,400,4,2,4,145,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,650,300,Mensalmente,,,,,,893583097,,2022-03-09 13:18
Casa Mineira,375556,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Dona Queridinha,161,31710180,,Casa,4,2,3,344,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,,Mensalmente,,,,,,893583200,,2022-03-09 13:19
Casa Mineira,351697,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Mamoeiros,109,31744060,3,303 Bl 2,2,0,2,48,,Não,1,"Prédio muito bem localizado 2 quartos de empregada Apartamento lindo, grande e bem dividido",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,155000,130,,Mensalmente,,,,,,893583207,,2022-03-09 13:20
Casa Mineira,430172,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Mojoara,112,32341410,,,3,0,1,102,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,532000,,,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,
Casa Mineira,317431,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Itabira,585,31110340,3,303,3,1,4,152,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,350,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,273990,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Peçanha,131,30710040,4,420 - Bloco 5,2,0,1,50,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,205000,372,30,Mensalmente,,,,,,893583220,,2022-03-09 13:22
Casa Mineira,428490,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Mansueto Filizzola,301,31560270,1,103,3,1,2,122,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,,93,Mensalmente,,,,,,893583224,,2022-03-09 13:23
Casa Mineira,341702,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Paulista,366,31910340,1,101 - Bl II,3,0,1,65,,Não,2,"Casa de revista, projeto diferenciado com integração harmoniosa entre os espaços internos, externos e a vegetação circundante. Estrutura em concreto e madeira importada da Noruega. 
 Converteu uma suite em escritório",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,340000,,97,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de aluguel.,
Casa Mineira,267601,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cachoeira de Minas,114,30441190,7,702,4,1,2,130,,Não,2,"Apartamento todo Reformado, transformou o banho do DCE em Lavabo e fez um toucador no Banho Social",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,690000,1000,298,Mensalmente,,,,,,893583234,,2022-03-09 13:24
Casa Mineira,348358,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Atenas,36,30411230,,,3,0,1,192,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,700000,,124,Mensalmente,,,,,,893583240,,2022-03-09 13:25
Casa Mineira,272476,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Custódio de Melo,126,31270790,2,Apto 201,4,1,2,133,,Não,2,"Casa muito espaçosa e bem conservada. Cozinha bastante ampla. Parte social no primeiro nível e parte íntima no andar superior. Todos os quartos com varanda, dois closets. Além dos 03 quartos, possui mais um quarto na parte social, usado como escritório. Garagem sob pilotis, porão e um pequeno quintal (ideal para se fazer um espaço gourmet). TEM HABITE-SE.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,725000,800,336,Mensalmente,,,,,,893583243,,2022-03-09 13:26
Casa Mineira,430110,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Américo Luz,650,30441094,3,302,3,1,2,110,,Não,2,Alta classe e acabamento de luxo. Piso em mármore italiano (área social) e tábua corrida (área íntima). A beleza e conservação deste imóvel são impecáveis.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,1000,,Mensalmente,,,,,,893583248,,2022-03-09 13:27
Casa Mineira,260660,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Padre João Crisóstomo,180,30535510,,,3,0,1,232,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,317,Mensalmente,,,,,,893583252,,2022-03-09 13:28
Casa Mineira,267869,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Rio Grande do Sul,1531,30170116,7,701,4,3,4,460,,Não,4,1 VAGA DE GARAGEM PRESA,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3210000,2200,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,277658,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Meira de Vasconcelos,240,31155320,4,403- Blc 5,2,0,1,44,,Não,1,* Fundos * Varanda Gourmet * Área de Servico * Banho Empregada * Cozinha Americana * Decorado. Bairro ipê:  Garagem: 2 vagas cobertas em linha.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,210000,305,0,Mensalmente,,,,,,893583265,,2022-03-09 13:30
Casa Mineira,429549,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador José Satyro,70,30840490,3,304,4,1,2,98,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,450,129,Mensalmente,,,,,,893583274,,2022-03-09 13:31
Casa Mineira,333014,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Alameda de Miracete,3,34004884,,Lote 03 Quadra 14,0,0,1,1417,,Não,0,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,330000,,,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,
Casa Mineira,333016,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Alameda do Cruzeiro do Sul,25,34004896,,Lote 25 Quadra 14,0,0,1,1341,,Não,0,Duas vagas cobertas e em linha. números 25 e 26,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,330000,,,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,
Casa Mineira,238941,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua João Carlos,1264,31030235,2,202,3,1,2,85,,Não,2,"O Proprietário Informou que as vagas não são demarcadas, são vagas de formato estacionamento, quem chega estaciona onde quiser, mas todos conseguem estacionar sem problemas! Ele informa que nunca ficou sem estacionar seu carro dentro do condomínio!",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,490000,,,Mensalmente,,,,,,893583288,,2022-03-09 13:35
Casa Mineira,10959,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,RUA COSTA MONTEIRO,220,31030480,,302,4,2,4,184,,Não,2,"Bem distribuído, Sala para 2 ambientes, cômodos amplos e bem conservados. Possibilidade de fazer cobertura
 que está autorizada na convenção de condomínio.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',
Casa Mineira,247226,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Muzambinho,458,30210530,13,1301,5,2,3,280,,Não,4,"PROJETO ARQUITETÔNICO MODERNO, ALTAMENTE FUNCIONAL. AMBIENTES INTEGRADOS AO JARDIM.
 HÁ UM LOFT INDEPENDENTE COM UMA SUÍTE.
 LINDA VISTA.
 CONDOMÍNIO DE ALTO PADRÃO, PLANO, E SEGURANÇA MÁXIMA.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1850000,2340,572,Mensalmente,,,,,,1,Erro cadastro proprietário,
Casa Mineira,277579,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida José Cândido da Silveira,524,31035310,2,201,3,1,2,145,,Não,2,"Imovel em excelente estado de conservação, em localização privilegiada. Apartamento posicionado de frente, rico em armários nos quartos, cozinha e lavabos. Piso em porcelanato e laminado da madeira.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,638000,400,1449,Mensalmente,,,,,,893583304,,2022-03-09 13:39
