"Quarto de banho de empregada ficam fora do apto com acesso pelo hall de escada.""",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,1245,411,Mensalmente,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Mineira,386077,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Francisco Deslandes,648,30310530,13,1303,2,0,1,66,,Não,1,"Ato em ótimo local, próximo a shopping, andar alto, vaga de estacionamento.",INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,,201,Mensalmente,,,,,,E,,,,,,
Casa Mineira,273313,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua das Guianas,30,30320100,2,202,3,0,3,90,,Não,1,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,485000,280,,Mensalmente,,,,,,893583416,,,ok-img (2022-03-12 09:27:15),,,
Casa Mineira,373116,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Outono,400,30310020,5,501,4,2,4,186,,Não,3,"Acabamento de luxo /// Cozinha com passa prato para a varanda /// Apartamento muito arejado e claro /// Ar Condicionado /// Ótima divisão interna /// No registro são 3 vagas cobertas e livres, mas cabem tranquilamente 4 veículos livres.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1900000,,,Mensalmente,,,,,,893583429,,,ok-img (2022-03-10 16:46:02),,,
Casa Mineira,270115,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Antônio Dias,680,30350150,5,502,3,1,2,100,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,,,Mensalmente,,,,,,893583445,,,ok-img (2022-03-10 16:48:58),,,
Casa Mineira,340049,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Venezuela,262,30315250,2,201,4,1,2,122,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,520000,350,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,252371,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Flat,Avenida do contorno,7315,30110047,13,1303,1,1,1,27,,Não,1,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,260000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,396838,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Patagônia,234,30320080,8,801,4,3,4,260,,Não,3,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1790000,1500,,Mensalmente,,,,,,893583473,,,ok-img (2022-03-10 16:50:33),,,
Casa Mineira,416514,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua do Campo,130,34006062,13,1302,4,1,1,145,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1810000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,433100,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Adolfo Pereira,15,30310350,5,501,2,0,1,60,,Não,1,Apartamento com armários novos e janelas de alumínio.,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,470000,,183,Mensalmente,,,,,,E,,,,,,
Casa Mineira,343627,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Matipó,355,30350210,2,201,3,1,2,98,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,670000,500,234,Mensalmente,,,,,,893583489,,,ok-img (2022-03-10 16:51:38),,,
Casa Mineira,245756,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Polos,170,30360530,,,3,1,3,195,,Não,2,"68 m2 de area descoberta, varanda, jardins",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,,,Mensalmente,,,,,,893583493,,,ok-img (2022-03-10 16:52:13),,,
Casa Mineira,278592,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pium-I,452,30310080,1,1,4,0,1,102,,Não,1,1 VAGA DE ESTACIONAMENTO PRESA DESCOBERTA. Armários em 3 quartos (além da cozinha) Térreo (1 lance de escada)_ Acesso plano direto na garagem.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,420,152,Mensalmente,,,,,,893583503,,,ok-img (2022-03-10 16:53:28),,,
Casa Mineira,410657,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Assunção,278,30320020,1,101,3,1,2,96,,Não,1,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,450,175,Mensalmente,,,,,,E,,,,,,
Casa Mineira,367080,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Tobias Moscoso,205,30350610,2,302,3,1,2,100,,Não,1,"Apartamento claro, arejado, reforma de excelente bom gosto, transformados em 2 quartos ampliando a sala para 3 ambientes, 1 vaga que cabem 2 carros pequenos. 1 lance e 1/2 de escada.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,490000,400,,Mensalmente,,,,,,893583527,,,ok-img (2022-03-10 16:54:12),,,
Casa Mineira,278292,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Yvon Magalhães Pinto,432,30350560,,,4,4,5,408,,Não,7,"Oliveira. caso nao atenda o telefone , favor deixar recado no WhatsApp (31) 98911-0263",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2300000,,,Mensalmente,,,,,,893583536,,,erro-pag_fotos,,,
Casa Mineira,431127,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Jornalista Jair Silva,460,30310290,3,301,3,1,3,106,,Não,2,"apartamento reformado, prédio reformado, excelente localização.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,650,,Mensalmente,,,,,,893583548,,,erro-sem_imgs,,,
Casa Mineira,399092,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Boa Esperança,340,30310730,13,1301,4,2,4,210,,Não,4,"Apartamento impecável, vista de 360 graus , prédio da Construtora Concreto , área de lazer enorme e completa . Apartamento com salas em mármore e quartos em tábua corrida , banheiros impecáveis",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2060000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,422790,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Artur Bernardes,1424,30335790,4,402,2,0,1,70,,Não,1,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,408584,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Odilon Braga,1352,30315192,,,4,2,4,344,,Não,5,Placa Fotovoltaica e Cozinha gourmet.,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1960000,,550,Mensalmente,,,,,,E,,,,,,
Casa Mineira,105322,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA COSTA RICA,183,30320030,1,1,3,1,2,140,,Não,3,"* Fundos * Claro / Arejado * Banho Empregada * Quarto Empregada * Reformado * Decorado. Apto: Área útil 140M , área privativa 70M .
 Garagem: 3 vagas, 1 coberta e 2 descobertas sendo 1 livre e 2 em linha.
 Na área privativa consta 2 vagas.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,,,Mensalmente,,,,,,893583589,,,erro-img_pequena,,,
Casa Mineira,244509,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Coronel Pacheco,72,30315200,,Casa,5,2,5,600,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3300000,,,Mensalmente,,,,,,893583598,,,erro-pag_fotos,,,
Casa Mineira,267386,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Caratinga,13,30310510,3,311,3,0,1,87,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,450,120,Mensalmente,,,,,,893583606,,,ok-img (2022-03-10 17:01:07),,,
Casa Mineira,269521,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Juvenal Melo Senra,128,30320660,,1101,6,5,7,437,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3880000,4185,2000,Mensalmente,,,,,,E,,,,,,
Casa Mineira,326812,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Grão Mogol,1155,30315600,2,204,4,1,2,150,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,,,Mensalmente,,,,,,893583631,,,ok-img (2022-03-10 17:01:43),,,
Casa Mineira,245457,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pitangueiras,601,30350200,2,201,4,1,2,160,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,1100,314,Mensalmente,,,,,,893583638,,,ok-img (2022-03-10 17:02:58),,,
Casa Mineira,374261,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Doutor Astolpho Vieira de Rezende,60,30315510,5,501,3,1,2,120,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,400,213,Mensalmente,,,,,,E,,,,,,
Casa Mineira,237407,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Fonte,240,34006071,10,1001,4,4,5,274,,Não,5,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3290000,2300,462,Mensalmente,,,,,,E,,,,,,
Casa Mineira,315742,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Adolfo Pereira,403,30310350,2,201,4,2,3,160,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,990000,1200,,Mensalmente,,,,,,893583656,,,ok-img (2022-03-10 17:04:23),,,
Casa Mineira,251724,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santa Maria Itabira,381,30310600,4,400,5,2,4,300,,Não,3,"Área de serviço grande, são 2 quartos de empregada.Passagem íntima para a copa.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2000000,2250,212,Mensalmente,,,,,,E,,,,,,
Casa Mineira,330379,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Paraguai,26,30310740,3,31,4,1,2,150,,Não,0,Área da cobertura excelente para construir um espaço gourmet com vista definitiva.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,200,148,Mensalmente,,,,,,E,,,,,,
Casa Mineira,316809,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Senhora das Graças,130,30310130,5,502,2,1,2,70,,Não,2,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,800,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,257209,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Professor Arduino Bolivar,335,30350140,3,6,3,0,1,99,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,290000,,,Mensalmente,,,,,,893583684,,,ok-img (2022-03-12 09:38:56),,,
Casa Mineira,347402,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Matipó,412,30350210,2,202,2,1,3,130,,Não,2,"A planta original são 4 quartos. Foi feita uma reforma e foi transformado em 2 quartos. Um foi incorporado à sala e outro à suíte, ampliando os ambientes. O apartamento passou por reforma elétrica. Há um vazamento estrutural na área de serviço. Contudo, o mesmo é de responsabilidade do condomínio e será corrigido.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,755000,880,,Mensalmente,,,,,,893583700,,,ok-img (2022-03-10 17:07:09),,,
Casa Mineira,274705,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Assunção,365,30320020,4,401,3,1,2,95,,Não,1,"A vaga pode ser livre ou presa,  não é demarcada",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,600,,Mensalmente,,,,,,893583709,,,ok-img (2022-03-10 17:07:59),,,
Casa Mineira,385544,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Nicarágua,15,30320050,1,102,3,1,2,95,,Não,1,Apartamento esta em  processo de inventário eles precisam do dinheiro da entrada para concluir. Ótimo apartamento todo reformado.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,670000,800,,Mensalmente,,,,,,893583721,,,ok-img (2022-03-10 17:09:00),,,
Casa Mineira,394037,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua da Mata,185,34006086,11,1104 TORRE 1,3,1,2,86,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,890,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,423448,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Luiz Silva,110,30310380,4,401,4,1,4,291,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1850000,800,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,225014,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Professora Arlette Soares de Oliveira,120,30360140,4,401,4,1,2,170,,Não,1,REFORMOU BANHOS,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,630000,750,350,Mensalmente,,,,,,893583738,,,ok-img (2022-03-10 17:10:08),,,
Casa Mineira,423522,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Carlos Gomes,107,30350130,3,301,3,1,2,135,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,780000,,,Mensalmente,,,,,,893583743,,,erro-sem_imgs,,,
Casa Mineira,415551,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santo Antônio do Monte,375,30330220,3,301,2,1,2,65,,Não,2,"apartamento de frente, claro, arejado, com varanda na suite.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,400,,Mensalmente,,,,,,893583756,,,erro-sem_imgs,,,
Casa Mineira,431868,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pau Brasil,204,34006006,7,703,4,2,4,163,,Não,4,"Abriu um quarto fazendo closet e ampliando a suíte master e abriu um outro quarto ampliando a sala. Fácil voltar. Apto alto luxo, finamente decorado.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2400000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,374667,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São Domingos do Prata,570,30330110,19,1904,4,2,4,143,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2100000,,,Mensalmente,,,,,,893583768,,,ok-img (2022-03-10 17:11:28),,,
Casa Mineira,278206,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Doutor Astolpho Vieira de Rezende,60,30315510,4,401,3,1,2,120,,Não,1,Apenas meio lance de escada vindo da portaria e um lance e meio vindo da garagem.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,500,213,Mensalmente,,,,,,E,,,,,,
