Casa Mineira,314669,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cumbi,16,30730160,1,105,3,1,2,100,,Não,2,Possui edícula com 2 quartos e espaço gourmet. Piscina e Churrasqueira.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,440000,,121,Mensalmente,,,,,,893583464,,,,
Casa Mineira,250493,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Monte Simplon,1552,30550162,2,202,3,1,2,158,,Não,2,"UM QUARTO FOI TRANSFORMADO EM ESCRITÓRIO, TEM UM LAGO COM PEIXES.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,610000,,,Mensalmente,,,,,,893583474,,,,
Casa Mineira,277993,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Timbiras,1477,30140061,11,1102,4,1,2,130,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,1000,180,Mensalmente,,,,,,893583480,,,,
Casa Mineira,227038,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Meyer,154,30775070,,Casa,2,2,4,180,,Não,10,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,186,Mensalmente,,,,,,893583488,,,,
Casa Mineira,407864,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Vitório Magnavacca,161,30492015,3,302,4,2,4,180,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1000000,1500,,Mensalmente,,,,,,E,,,,
Casa Mineira,280440,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Doutor Cristiano Guimarães,174,31720300,8,803,2,0,1,60,,Não,1,"Possui kit de acabamento no banheiro e cozinha mais requintado, foi encomendado à parte durante a construção.  Vaga coberta e livre 135 e vaga coberta e livre 313.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,200000,,31,Mensalmente,,,,,,893583502,,,,
Casa Mineira,276853,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Itapemirim,450,30240000,1,1,3,0,1,219,,Não,3,"* Frente * Claro / Arejado * Área de Servico * Banho Empregada * Cozinha Americana * Reformado. Prédio: Boa localização. Apto: Banhos c/ box de blindex, cozinha estilo americano / Reformado, partes frias, claro e arejado. Garagem: 1 vaga descoberta e presa por 1 carro.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,569000,500,130,Mensalmente,,,,,,893583515,,,,
Casa Mineira,416037,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Henrique Sales,264,30380280,9,901,4,1,3,128,,Não,2,dois lotes juntos - as casas já foram demolidas. Projeto aprovado para galpão.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,590000,,,Mensalmente,,,,,,893583523,,,,
Casa Mineira,280020,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Barão de Aiuruoca,568,30530090,1,apartamento 101,2,0,1,53,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,220000,150,72,Mensalmente,,,,,,893583535,,,,
Casa Mineira,111866,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,AVENIDA BIAS FORTES,750,30170011,,,4,0,4,680,,Não,6,Varanda incorporada a sala,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2500000,,,Mensalmente,,,,,,893583546,,,,
Casa Mineira,209361,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Joanésia,27,30240030,,,4,2,4,208,,Não,3,* Frente * Closet * Claro / Arejado * Despensa * Área de Servico * Box Despejo * Banho Empregada * Quarto Empregada. Garagem: 3 vagas cobertas e livres.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1383000,0,275,Mensalmente,,,,,,893583554,,,,
Casa Mineira,212104,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,RUA URANDI,1021,31110660,,CASA,3,1,2,304,,Não,5,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,,152,Mensalmente,,,,,,893583559,,,,
Casa Mineira,368716,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Eli Seabra Filho,157,30575740,12,1201,3,1,2,105,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,625000,,,Mensalmente,,,,,,893583568,,,,
Casa Mineira,395839,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Alameda dos flamingos,380,32146036,4,402 Bl 3,2,0,1,47,,Não,1,Uma sala para dois ambientes. A vaga de garagem e estacionamento,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,230000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,230553,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Avenida Da Cachoeira,739,35460000,,Casa,4,1,3,220,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,980000,868,,Mensalmente,,,,,,E,,,,
Casa Mineira,414710,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Antônio Aleixo,358,30180150,5,501,4,2,4,170,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1950000,1890,770,Mensalmente,,,,,,893583595,,,,
Casa Mineira,278544,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Maria de Souza Alves,295,30840610,5,504,3,0,1,60,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,235000,400,77,Mensalmente,,,,,,893583603,,,,
Casa Mineira,274675,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Dona Queridinha,326,31710180,2,201,3,2,3,152,,Não,2,Casa com casa anexo com 2 quartos /sala/cozinha americana /suite/varanda /lavanderia,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,745000,250,112,Mensalmente,,,,,,893583615,,,,
Casa Mineira,396430,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,rua castelo de evora,231,31330330,5,501,3,1,2,190,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1300000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,317088,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Itajubá,1965,31035540,2,Apto 202,3,0,2,68,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,360000,,112,Mensalmente,,,,,,893583636,,,,
Casa Mineira,400578,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Mansueto Filizzola,390,31560270,2,203,3,0,1,88,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,349500,,,Mensalmente,,,,,,893583647,,,,
Casa Mineira,339764,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Lindolfo de Azevedo,1723,30421428,2,202,2,0,1,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,340000,,104,Mensalmente,,,,,,893583657,,,,
Casa Mineira,336426,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Felício dos Santos,31,31365230,,,4,3,3,116,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,,,Mensalmente,,,,,,893583665,,,,
Casa Mineira,280199,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua João Gualberto Filho,1321,31035570,2,203,2,1,2,84,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,349000,,,Mensalmente,,,,,,893583673,,,,
Casa Mineira,278860,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Democrata,435,31920242,,,3,1,4,140,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,790000,,116,Mensalmente,,,,,,893583677,,,,
Casa Mineira,399415,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Alameda dos Pintassilgos,914,32146033,4,402,2,0,2,138,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,261234,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Maria Martins Guimarães,750,31035100,1,102,4,1,2,110,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,,Mensalmente,,,,,,893583692,,,,
Casa Mineira,398137,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Capivari,747,30220400,1,103,3,1,2,80,,Não,1,Prédio possui sistema de manobrista.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,420000,,,Mensalmente,,,,,,893583702,,,,
Casa Mineira,240550,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pouso Alegre,391,31110010,4,404 Bl 02,3,1,2,89,,Não,2,informe na descricao que a casa possui uma loja de 45metros na frente do lote.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,330,142,Mensalmente,,,,,,893583714,,,,
Casa Mineira,375543,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Herculano de Freitas,59,30441039,3,301,2,1,3,100,,Não,1,Casa geminada,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,650,190,Mensalmente,,,,,,893583723,,,,
Casa Mineira,269045,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Mário de Lima,59,31155260,,,3,0,3,280,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,345510,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Marechal Bitencourt,1085,30441114,2,202,4,1,2,135,,Não,2,"Pé direito duplo, arquitetura moderna, com iluminação pontual, acabamento de luxo, louças e metais  de ótima qualidade, suíte master com dus pias e duas duchas, armários planejados e painéis laqueados. Casa finamente decorada. Piscina aquecida com hidromassagem e iluminação em led. Jardim planejado em torno de toda construção, pergolado em madeira com vidro fumê. Àrea gourmet com churrasqueira de vidro com revestimento em pastilhas, bancadas com cooktop, armários planejados, ilha com aparador, painel para T.V., sistema de vídeo e áudio, revestimento em porcelanto decorativo.
 Academia de ginástica e canil.",DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,1400,,Mensalmente,,,,,,893583741,,,,
Casa Mineira,386578,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Afonso Pena,4343,30130008,3,302,4,1,3,150,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,900,210,Mensalmente,,,,,,893583750,,,,
Casa Mineira,386584,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Monte Sião,38,30240050,,,4,2,3,300,,Não,2,"1° Pavimento com 2 salas amplas e arejadas, cozinha ampla com armários planejados, bancadas em granito; Área gourmet com churrasqueira e piscina. 2° Pavimento com 2 salas amplas junto com uma enorme varanda que proporciona muito conforto e privacidade, além de 2 banheiros  social. 4 quartos amplos sendo 1 com suíte e outro com suíte, hidro e varanda.  Próximo de academia e comércio  em geral. Há 3min da Avenida dos Andradas e 5min do Santa Inês.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1400000,,250,Mensalmente,,,,,,E,,,,
Casa Mineira,427921,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Egito,709,31540240,,Casa 2,2,0,1,62,,Não,1,"Possui edícula com  01quarto, 01 sala,01 cozinha e3 01 banho encontra-se alugada",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,210000,,34,Mensalmente,,,,,,E,,,,
Casa Mineira,274279,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Professor Florestan Fernandes,66,30535680,9,901,3,1,2,85,,Não,2,2 vagas em linha e 1 presa.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,865,215,Mensalmente,,,,,,893583778,,,,
Casa Mineira,338180,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Geraldo de Lima Viana,25,30882740,3,301,3,0,1,56,,Não,1,"BEM LOCALIZADO, PRÓXIMO DE VÁRIOS COMÉRCIOS (BANCO, FARMÁCIA, PADARIA, SACOLÃO, ETC )",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,218512,,,Mensalmente,,,,,,893583787,,,,
Casa Mineira,369668,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Ametista,561,30411135,2,201,3,1,2,90,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,490000,250,,Mensalmente,,,,,,893583799,,,,
Casa Mineira,411854,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Praça Santa Amélia,30,31560152,,Casa,3,1,3,355,,Não,4,". LOTE LOTE NO CONDOMÍNIO PASARGADA: ÁREA 1750M , FRENTE 35M X FUNDOS 50M, GEOMETRIA RETANGULAR, ACLIVE, SUGESTÃO DE CONSTRUÇÃO SÓ CASA.
 CASA: ÁREA CONSTRUÍDA 220M , ÁREA DESCOBERTA 1600M , P. ELETRÔNICO, JARDINS, CANIL.
 1  ANDAR: 1 SALA P/ 2 AMBIENTES C/ VARANDA, LAREIRA, 2 QUARTOS, 1 BANHO SOCIAL C/ BOX BLINDEX.
 2  NÍVEL: ESCADA EM MADEIRA, 2 SALA C/ VARANDA, 1 QUARTO, 3 BANHOS  SENDO 1 SOCIAL E 1 SUÍTE AMBOS C/ BOX BLINDEX, LAVABO, COZINHA C/ FOGÃO À LENHA, DESPENSA, HIDRO, CLOSET / UMA SALA TRANSFORMOU EM ESCRITORIO / ENERGIA SOLAR.
 GARAGEM: 6 VAGAS DESCOBERTAS E SEPARADAS.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,830000,,225,Mensalmente,,,,,,893583813,,,,
Casa Mineira,268403,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Alameda dos Jacarandás,50,34019020,,Quadra 06 - Lote 50,4,2,5,500,,Não,6,"Lote com 02 casas, sendo 01 com 04 qtos, 02 bhos, 02 salas, cozinha e a outra com 03 qtos, 02 bahos, 1 sala; Casa com habiti-se",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2700000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,344956,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Amparo,240,30431008,1,101,3,1,2,95,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,0,224,Mensalmente,,,,,,893583830,,,,
