Casa Mineira,274192,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Fluorina,827,30280340,,,5,0,2,211,,Não,3,"Além de duas Residências, ainda tem uma LOJA de aproximadamente 15 M2 e um GALPÃO de 222 M2",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,820000,,100,Mensalmente,,,,,,E,,,,
Casa Mineira,273267,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio de Janeiro,1010,30160041,4,403,3,1,2,140,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,750,192,Mensalmente,,,,,,893583410,,,ok-img (2022-03-10 17:43:28),
Casa Mineira,334019,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Tenente Garro,110,30240360,4,402,4,1,3,168,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,700000,599,240,Mensalmente,,,,,,E,,,,
Casa Mineira,332287,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Domingos Vieira,84,30150240,6,601,1,0,1,40,,Não,0,Apartamento conservado.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,375000,378,144,Mensalmente,,,,,,893583432,,,ok-img (2022-03-10 17:44:58),
Casa Mineira,421669,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Ceará,1167,30150313,2,204,3,1,3,183,,Não,2,Apto lindo! Todo decorado! São 87 m2 de apartamento e 96 m2 de área externa.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1350000,1000,,Mensalmente,,,,,,E,,,,
Casa Mineira,398603,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida do Contorno,5436,30110036,5,501,3,1,2,85,,Não,1,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,610000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,315733,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Padre Marinho,318,30140040,16,1601,1,1,1,43,,Não,1,Todo montado com linda vista.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,690000,,,Mensalmente,,,,,,893583470,,,ok-img (2022-03-10 17:46:07),
Casa Mineira,427894,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Padre Marinho,318,30140040,20,2005,2,1,2,68,,Não,2,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,,Mensalmente,,,,,,893583479,,,erro-sem_imgs,
Casa Mineira,277267,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Gonçalves Dias,655,30140091,3,302,4,1,2,300,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1580000,,554,Mensalmente,,,,,,E,,,,
Casa Mineira,237878,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio de Janeiro,1040,30160041,4,404,3,1,2,166,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,890000,650,177,Mensalmente,,,,,,893583497,,,ok-img (2022-03-10 17:47:28),
Casa Mineira,431279,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cláudio Manoel,862,30140108,5,501,2,1,2,80,,Não,1,Vagas no sistema de palet. ( estacionamento).,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,780000,780,171,Mensalmente,,,,,,893583506,,,erro-sem_imgs,
Casa Mineira,426012,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio Grande do Norte,1015,30130135,13,1303,1,1,1,27,,Não,1,"Conjugado sala/quarto Unidades atualmente no Pool. Critérios para retirar do Pool: Envio de carta formal de intenção de retirada da unidade do pool, abrindo mão da distribuição de lucros e assumindo a responsabilidade pela taxa de condomínio, IPTU e energia elétrica. A carta deve ser entregue com assinatura do proprietário e firma reconhecida em cartório com prazo. Condomínio de R$1.600,00 + taxas*. Incluído: arrumação simples 2x na semana (2 trocas de roupa de cama, na qual a manutenção da mesma é de responsabilidade do proprietário), acesso a TV a cabo, wifi e acesso às áreas de lazer. Critérios para retornar ao Pool: Ocupação do hotel mínima de 80% nos últimos 3 meses. Unidade deve estar de acordo com o padrão do hotel (manutenção, mobiliário, decoração e demais características). Aprovação pelo conselho. A unidade reintegrada participará das distribuições de rendimento apenas após 3 meses da aprovação. Conforme convenção do condomínio, a unidade não pode ser alugada para terceiros, sendo exclusiva para utilização do proprietário. Não estão incluídos nos condomínios: IPTU, LUZ, LIMPEZA AVULSA, RESTAURANTE.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,250000,,,Mensalmente,,,,,,893583521,,,erro-sem_imgs,
Casa Mineira,318578,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Alagoas,829,30130167,10,101,4,1,2,230,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1800000,1500,498,Mensalmente,,,,,,893583532,,,ok-img (2022-03-10 17:49:16),
Casa Mineira,432479,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Tomé de Souza,950,30140136,16,1607,2,1,2,72,,Não,2,"Apartamento sera vendido mobiliado - Eletros com comando pelo celular, ar condicionado em todos os cômodos, Moveis da voktum, Sofa retratil duplo, Eletros com NF, Adega da casa cor.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1370000,,,Mensalmente,,,,,,893583547,,,erro-sem_imgs,
Casa Mineira,269740,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Guajajaras,420,30180103,8,802,2,0,1,76,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,320000,750,110,Mensalmente,,,,,,893583553,,,ok-img (2022-03-10 17:50:34),
Casa Mineira,425271,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio de Janeiro,1023,30160043,4,403,3,0,1,90,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,420000,700,,Mensalmente,,,,,,893583558,,,erro-sem_imgs,
Casa Mineira,376698,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Antônio de Albuquerque,155,30112010,2,202,4,1,3,256,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1180000,,,Mensalmente,,,,,,893583567,,,ok-img (2022-03-10 17:52:04),
Casa Mineira,424674,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Aimorés,612,30140075,3,301,1,0,1,61,,Não,0,"Apartamento de 1 quarto com armário e piso em tábua corrida; sala para dois ambientes com armário e piso em tábua corrida; banheiro social com armário, pia em granito e box blindex; cozinha com piso em cerâmica e pia em granito; e área de serviço com armário.   Prédio com dois elevadores, hall social decorado, área de lazer com salão de festas, piscina, playground e com portaria virtual, além de zeladoria diurna.  Excelente localização, próximo da Praça Tiradentes, Avenida Brasil, Avenida Afonso Pena, Colégio Arnaldo e Área Hospitalar.  Venha conhecer! Agende sua visita!",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,470000,,130,Mensalmente,,,,,,893583590,,,erro-sem_imgs,
Casa Mineira,280404,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Tenente Anastácio de Moura,221,30240390,17,1701-1702,5,2,4,155,,Não,3,Juntou 02 apartamentos no prédio,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1070000,1800,372,Mensalmente,,,,,,E,,,,
Casa Mineira,268933,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Sergipe,348,30130170,1,102,4,2,3,230,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1395000,566,600,Mensalmente,,,,,,893583609,,,ok-img (2022-03-11 16:38:12),
Casa Mineira,278433,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Otoni,66,30150270,3,301,4,1,2,118,,Não,2,Atualmente com 3 quartos. Tirou um quarto para aumentar a sala. Fácil reversão.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,880000,,,Mensalmente,,,,,,893583623,,,ok-img (2022-03-10 17:55:51),
Casa Mineira,107770,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA GONCALVES DIAS,615,30140091,7,702,3,1,2,102,,Não,2,* Frente * Closet * Varanda / Sacada * Varanda Gourmet * Claro / Arejado * Área de Servico * Banho Empregada * Quarto Empregada * Teto Rebaixado. Garagem: 2 vagas cobertas e em linha. Vagas N  74 e 75 subsolo.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,850,,Mensalmente,,,,,,893583635,,,erro-img_pequena,
Casa Mineira,107223,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,AVENIDA BRASIL,1693,30140002,8,801,4,1,2,190,,Não,2,* Frente * Claro / Arejado * Área de Servico * Banho Empregada * Quarto Empregada * Teto Rebaixado * Iluminação Planejada * Reformado. Garagem: 2 vagas cobertas e em linha.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,1600,,Mensalmente,,,,,,893583651,,,ok-img (2022-03-10 17:58:18),
Casa Mineira,400552,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Gonçalves Dias,750,30140090,4,402,4,1,2,125,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1300000,1300,,Mensalmente,,,,,,893583661,,,ok-img (2022-03-12 10:17:40),
Casa Mineira,279414,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Guaranis,426,30120040,3,44,4,0,2,110,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,530,97,Mensalmente,,,,,,893583670,,,ok-img (2022-03-11 16:40:35),
Casa Mineira,15149,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Amazonas,718,30180000,5,502,3,0,1,100,,Não,0,* Fundos * Banho Empregada * Quarto Empregada * Cozinha Americana.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,,Mensalmente,,,,,,893583676,,,ok-img (2022-03-10 18:17:16),
Casa Mineira,247349,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Amazonas,1054,30180000,6,602,3,1,2,145,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,395000,760,113,Mensalmente,,,,,,E,,,,
Casa Mineira,372758,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Guaranis,590,30120040,6,602,3,0,1,98,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,,,Mensalmente,,,,,,893583696,,,ok-img (2022-03-11 16:41:16),
Casa Mineira,110680,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Maranhão,841,30150331,7,701,4,2,4,161,,Não,3,* Frente * Closet * Varanda / Sacada * Varanda Gourmet * Claro / Arejado * Hidromassagem * Aquec. Central de Água * Ar Condicionado * Despensa * Área de Servico * Box Despejo * Banho Empregada * Quarto Empregada * Vista Panorâmica * Acabamento Luxo * Teto Rebaixado * Iluminação Planejada * Decorado. Garagem: 3 vagas cobertas sendo 1 livre e 2 em linha.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2000000,,,Mensalmente,,,,,,893583712,,,erro-img_pequena,
Casa Mineira,386096,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Padre Marinho,212,30140040,14,1402,3,1,2,90,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,795000,1100,340,Mensalmente,,,,,,E,,,,
Casa Mineira,419498,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Angaí,36,30270010,1,101,4,1,2,116,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,376639,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São Paulo,1238,30170133,9,902 - Torre A,2,1,2,70,,Não,2,Usar fotos do CÓD. 228666,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,824,285,Mensalmente,,,,,,E,,,,
Casa Mineira,279387,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua da Bahia,486,30160015,11,1105 Bloco B,3,0,1,96,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,290000,800,104,Mensalmente,,,,,,893583742,,,ok-img (2022-03-10 18:24:16),
Casa Mineira,110579,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Flat,RUA RIO GRANDE DO NORTE,1015,30130131,,1405,1,1,1,38,,Não,1,"* Fundos * Claro / Arejado * Cozinha Americana * Vista Panorâmica * Teto Rebaixado * Iluminação Planejada * Decorado. Prédio: Excelente localização. Apart hotel: Box blindex, cozinha c/ bancada em granito, mobiliarioc/ cama, frigobar, tv, sofá, mesa p/ refeição / Imóvel no pool. Garagem: 1 vaga coberta e livre. Vagas por ordem de chegada.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,280000,1200,,Mensalmente,,,,,,E,,,,
Casa Mineira,271760,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cônego Pinheiro,392,30270340,2,201,3,1,2,90,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,,,Mensalmente,,,,,,893583763,,,ok-img (2022-03-10 18:25:14),
Casa Mineira,396873,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Paulino Marques Gontijo,171,30240570,9,902,2,0,1,70,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,300000,,,Mensalmente,,,,,,893583769,,,ok-img (2022-03-10 18:26:53),
Casa Mineira,342704,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa em condomínio,Rua Dona Luci,36,30575380,,BLOCO 08 CASA 52,2,0,1,40,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,178500,15,0,Mensalmente,,,,,,E,,,,
Casa Mineira,268046,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Visconde do Rio das Velhas,81,30380740,2,203,3,1,2,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,360000,,,Mensalmente,,,,,,E,,,,
Casa Mineira,394561,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Eurita,360,31010210,,,5,3,4,194,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,,,Mensalmente,,,,,,893583790,,,ok-img (2022-03-10 18:28:55),
Casa Mineira,398197,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Queluzita,901,31910252,2,202,3,1,2,138,,Não,4,"Lindo apartamento com área privativa. Muito amplo com espaço Gourmet. Originalmente tinha 3 quartos, porém um foi transformado em closet, porém de fácil reversão.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,810000,500,261,Mensalmente,,,,,,E,,,,
Casa Mineira,421617,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Professor Ricardo Pinto,346,31710550,1,103,2,0,1,61,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,,,Mensalmente,,,,,,893583810,,,erro-sem_imgs,
Casa Mineira,235893,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Zurick,280,30411575,4,401 bloco 1,3,0,1,55,,Não,1,A proprietária vai trocar os pisos dos quartos e vai pintar o apartamento.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,210000,215,,Mensalmente,,,,,,893583816,,,ok-img (2022-03-10 18:29:52),
Casa Mineira,375131,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pedro Natalício de Morais,346,30575275,6,603,3,1,2,90,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,530000,850,214,Mensalmente,,,,,,893583825,,,ok-img (2022-03-10 18:31:42),
Casa Mineira,424111,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Letícia,163,31235070,,,5,2,5,247,,Não,6,"TEM HABITE-SE. São duas casa no mesmo lote. Casa 1, (andar térreo, 2 quartos, sendo 1 suite, 1 sala, banho social, varanda). Casa 2 (andar superior, 03 quartos, sendo 2 suites, 1 sala, banho social, terraço coberto).",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,620000,0,150,Mensalmente,,,,,,E,,,,
